import_id,source_page,title,theme,category,level,duration,organisation,deroulement,variantes,schema_images
cahier-t1-203,74,Premier à 10,Tir,Tir,Tous niveaux,10-15 min,7 Joueurs / 4 ballons,"[""Premier joueur à 10 paniers 2.Le gagnant reste, les 3 autres vont au rebond""]",[],"[""schemas/exo_203_p74_premier-a-10.png""]"
cahier-t1-204,74,Cagnotte 3 points,Tir,Tir,Tous niveaux,10-15 min,1 ballon / joueur,"[""Les joueurs partent avec un capital de X points"", ""On compte le nombre de paniers et celui qui loupe déduit le nombre de paniers de son capital départ""]",[],"[""schemas/exo_204_p74_cagnotte-3-points.png""]"
cahier-t1-205,74,Cagnotte lF,Tir,Tir,Tous niveaux,10-15 min,1 ballon / joueur,"[""Les joueurs partent avec un capital de X points"", ""On compte le nombre de paniers et celui qui loupe déduit le nombre de paniers de son capital départ""]",[],"[""schemas/exo_205_p74_cagnotte-lf.png""]"
cahier-t1-206,74,Cagnotte Stagger,Tir,Tir,Tous niveaux,10-15 min,"Répartir les joueurs en 2 colonnes, mettre les ballons dans la colonne 1","[""Colonne 1 avec ballon, colonne 2 shooter"", ""Chaque joueur commence avec X pts, un panier marque = 1 pts celui qui loupe déduit de sa cagnotte le nombre de panier marqué (pts)""]","[""Le jeu peut être fait de plein de manière il suffit de trouvé une situation""]","[""schemas/exo_206_p74_cagnotte-stagger.png""]"
cahier-t1-207,76,3 v 1,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,Travail tout terrain / 1 ballon / ligne de 3,"[""3vs1 en vague"", ""Les joueurs en attente sont placés corner"", ""Première équipe à 3 manches de 3 paniers. (quand une équipe gagne une manche, tout le monde redémarre à 0)""]","[""Faire la même chose à 3 v 2""]","[""schemas/exo_207_p76_3-v-1.png""]"
cahier-t1-208,76,3 v 2,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,Travail tout terrain / 1 ballon / X équipes de 3,"[""3vs2 en vague 2.Les joueurs en attente sont placés prolongement de la ligne des LF 3.Première équipe à 3 manches de 3paniers. (quand une équipe gagne une manche ,tout le monde redémarre à 0)""]","[""Faire la même chose à 3vs3""]","[""schemas/exo_208_p76_3-v-2.png""]"
cahier-t1-209,76,2 V 1 ; 3 v 2,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,Travail tout terrain / 1 ballon / 2 équipes,"[""L’équipe A attaquée 2vs1, l’équipe B attaque en 3vs2"", ""2vs1 : 2 joueurs entrent pour attaquer contre un défenseur"", ""3vs2 : le défenseur du 2vs1 plus 2 joueurs du côté attaque contre les 2 qui viennent d’attaquer le 2vs1""]",[],"[""schemas/exo_209_p76_2-v-1-3-v-2.png""]"
cahier-t1-210,76,+2,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / 2 équipes,"[""Equipe Bleue commence en 2 V 1"", ""Equipe rouge repart en 3 v 2"", ""Equipe Bleu repart en 4 v 3"", ""Equipe rouge repart en 5 v 4 5.Equipe Bleue repart en 5 v 5""]",[],"[""schemas/exo_210_p76_2.png""]"
cahier-t1-211,77,Plus vite pour plus de point,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / 2 équipes,"[""Départ sur un LF (1pts si marqué du premier essai)"", ""1 Aller et 1 retour"", ""Si panier entre : 0-6 = Valeur du panier +3 6-12 = Valeur du panier + 2 12-24 = Valeur du panier""]",[],"[""schemas/exo_211_p77_plus-vite-pour-plus-de-point.png""]"
cahier-t1-212,77,2 v 1,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,3 attaquants / 3 défenseurs,"[""3 attaquants tournent autour du rond central / 3 défenseurs placés sur la longueur du terrain"", ""Lorsque le coach passe la balle, les trois attaquants attaquent à 3 contre 1+1+1"", ""Les défenseurs reviennent en sprint""]",[],"[""schemas/exo_212_p77_2-v-1.png""]"
cahier-t1-213,77,Prends soin du ballon,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,Travail tout terrain / 1 ballon / 2 équipes,"[""L’équipe A attaque jusqu’à ce que l’équipe B réalise un stop défensif. 2.5v0, 5v1, 5v2… sur chaque aller un défenseur rentre en défense"", ""Pas de dribble jusqu’au 5vs3""]",[],"[""schemas/exo_213_p77_prends-soin-du-ballon.png""]"
cahier-t1-214,77,Surnombre et jeu égal,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,Travail tout terrain / 1 ballon / 2 équipes,"[""Une équipe jouera en surnombre, l’autre attaquera à nombre égal 2.1v0, 1v1, 2v1, 2v2… 3.Manche en X pts""]",[],"[""schemas/exo_214_p77_surnombre-et-jeu-egal.png""]"
cahier-t1-215,78,3 v 2 + 1,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / 2 équipes,"[""3 défenseurs alignés en face de 3 attaquants"", ""1 défenseur (D2) passe à l’attaquant de son choix"", ""Le défenseur en face l’attaquant qui reçoit le ballon va toucher la ligne de fond et revient défendre 4.Retour en 3 v 3""]","[""4 V 3 + 1""]","[""schemas/exo_215_p78_3-v-2-1.png""]"
cahier-t1-216,78,4 v 3 + 1,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / 2 équipes,"[""4 défenseurs alignés en face de 4 attaquants"", ""1 défenseur (D2) passe à l’attaquant de son choix"", ""Le défenseur en face l’attaquant qui reçoit le ballon va toucher la ligne de fond et revient défendre 4.Retour en 4 v 4""]",[],"[""schemas/exo_216_p78_4-v-3-1.png""]"
cahier-t1-217,78,4 v 3 ; 3 V 1,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / 4 v 3 sur le demi terrain puis répartir les autres joueur sur les 3 plots,"[""Les 4 attaquants jouent contre les 3 défenseurs"", ""Le tireur replie contre les 3 qui défendaient"", ""Les 4 repartent contre les 3 premiers joueurs des colonnes au plot""]",[],"[""schemas/exo_217_p78_4-v-3-3-v-1.png""]"
cahier-t1-218,78,Surnombre 1/2 terrain,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en trois colonnes,"[""D1 a le ballon et commence par faire une passe"", ""L’attaquant qui reçoit le ballon dribble faire le tour du plot, les deux autres vont faire le tour du plot"", ""D1 défend sur les deux attaquants""]",[],"[""schemas/exo_218_p78_surnombre-1-2-terrain.png""]"
cahier-t1-219,79,4 v 3,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / par groupe de 7,"[""Les joueurs enchainent des claquettes jusqu’au signal du Coach"", ""Au signal, s’organiser sur le jeu rapide, 4 v 3 sur un aller""]","[""4 v 3 - 2""]","[""schemas/exo_219_p79_4-v-3.png""]"
cahier-t1-220,79,4 v 3 - 2,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / par groupe de 7,"[""Les joueurs enchainent des claquettes jusqu’au signal du Coach"", ""Au signal, s’organiser sur le jeu rapide, 4 v 3 sur l’aller"", ""Au retour le shooteur sort, le passeur touche un repère puis revient (3 v 2 + 1)""]",[],"[""schemas/exo_220_p79_4-v-3-2.png""]"
cahier-t1-221,79,2 V 1 + 1 - 1,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en 4 colonnes,"[""A1 a le ballon et décide du départ, D1 part au signal de A1"", ""A1 et D1 doivent faire le tour du plot à 45° avant de revenir sur le panier"", ""A1 a un temps d’avance et doit exploiter le 2v1""]",[],"[""schemas/exo_221_p79_2-v-1-1-1.png""]"
cahier-t1-222,79,2 V 1 + 1 - 2,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / Par groupe de 4,"[""A1 part avec le ballon, A2 est poste bas opposé"", ""D1 démarre sur le côté de A1, D2 dans la raquette"", ""Au signal A1 attaque le cercle et joue en fonction de l’aide""]","[""Varier les temps de retard""]","[""schemas/exo_222_p79_2-v-1-1-2.png""]"
cahier-t1-223,80,2 v 1,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en trois colonnes,"[""Le Coach à la balle, A1 et A2 se font face, D1 est devant la ligne des LF prêt à défendre"", ""C passe la ballon à l’attaquant qu’il veut, celui qui à le ballon part en dribble, celui qui n’a pas le ballon s’écarte dans le couloir extérieur""]","[""Interdire le dribble ou X dribbles par joueur""]","[""schemas/exo_223_p80_2-v-1.png""]"
cahier-t1-224,80,2 v 1 + 1,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en 4 colonnes,"[""Le Coach à la balle, A1 et A2 se font face, D1 est devant la ligne des LF prêt à défendre, D2 est derrière la ligne de fond"", ""C passe la ballon à l’attaquant qu’il veut, celui qui à le ballon part en dribble, celui qui n’a pas le ballon s’écarte dans le couloir extérieur"", ""Les 2 attaquants jouent un 2v1 + 1""]","[""3v2""]","[""schemas/exo_224_p80_2-v-1-1.png""]"
cahier-t1-225,80,3 v 2,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon / répartir les joueurs en 5 colonnes,"[""Le Coach à la balle, A1, A2 et A3 se font face, D1 est devant la ligne des LF prêt à défendre, D2 est derrière la ligne de fond"", ""C passe la ballon à l’attaquant qu’il veut, celui qui à le ballon part en dribble, ceux qui n’ont pas le ballon courent dans les couloirs,"", ""Les 3 attaquants jouent un 3v2""]",[],"[""schemas/exo_225_p80_3-v-2.png""]"
cahier-t1-226,80,jeu de relance,Jeu rapide,Jeu Rapide,Intermédiaire,12-18 min,1 ballon/ répartir les joueurs en 6 colonnes,"[""1 passe à 2"", ""2 passe à 3 qui va tirer"", ""4 prend le rebond"", ""4 passe à 5"", ""5 pass à 6""]","[""2v2 en vague, j’attaque, je défend, je fait la sortie de balle et je sors""]","[""schemas/exo_226_p80_jeu-de-relance.png""]"
cahier-t1-227,82,15/15 + Tir,Physique,Physique,Tous niveaux,8-15 min,1 ballon / 2 joueurs,"[""15sec d’effort, 15sec de récup"", ""15 sec pour faire 2 allers-retours et prendre un tir lors du deuxième retour"", ""Le deuxième joueur part de la ligne de fond lorsqu’il a fait la passe""]",[],"[""schemas/exo_227_p82_15-15-tir.png""]"
cahier-t1-228,82,Etoile,Physique,Physique,Tous niveaux,8-15 min,1 ballon / 2 joueurs,"[""1 démarre dans l’axe puis change de spot à chaque fois"", ""Tirer toujours à minimum 2 spots"", ""Mettre un contrat de tir marqué ou de tir pris""]",[],"[""schemas/exo_228_p82_etoile.png""]"
cahier-t1-229,82,Change de côté,Physique,Physique,Tous niveaux,8-15 min,,"[""1 change de côté pour aller tirer"", ""Après son tir 1 change d’axe et de côté et recommence"", ""Contrat"", ""Premier à X paniers""]",[],"[""schemas/exo_229_p82_change-de-cote.png""]"
cahier-t1-230,82,Gagne ou continu,Physique,Physique,Tous niveaux,8-15 min,Tout les joueurs sont alignés sur la ligne de fond,"[""Au top départ les joueurs sprintent pour aller en face"", ""Le premier arrivé sort, les autres continuent jusqu’à ce qu’ils gagnent un aller""]","[""Celui qui gagne la première traversée peut décider qu’un aller ne compte pas et faire repartir tout le monde, Rajouter des ballons""]","[""schemas/exo_230_p82_gagne-ou-continu.png""]"
cahier-t1-231,83,Triangle pointe arrière,Physique,Physique,Tous niveaux,8-15 min,1 ballon / 2 joueurs,"[""1 part du plot arrière, avance en course avant pour tirer"", ""Après son tir recule en course arrière puis avance pour aller tirer sur le deuxième plot""]","[""Triangle pointe avant""]","[""schemas/exo_231_p83_triangle-pointe-arriere.png""]"
cahier-t1-232,83,Triangle pointe avant,Physique,Physique,Tous niveaux,8-15 min,1 ballon / 2 joueurs,"[""1 part du plot, avance en course avant puis recule au deuxième plot pour tirer"", ""Après son tir, avance en course avant puis recule pour aller tirer sur l’autre plot""]","[""Triangle pointe arrière""]","[""schemas/exo_232_p83_triangle-pointe-avant.png""]"
cahier-t1-233,83,Change de côté,Physique,Physique,Tous niveaux,8-15 min,Equipe de 3 joueurs avec 2 ballons par groupe,"[""1 change de côté pour aller tirer"", ""Après son tir, 1 change d’axe et de côté puis recommence"", ""Contrats"", ""Premier à X paniers""]",[],"[""schemas/exo_233_p83_change-de-cote.png""]"
cahier-t1-234,83,Passe et cours,Physique,Physique,Tous niveaux,8-15 min,4 joueurs / 1 ballon,"[""1 fait la passe à 2 et va se placer sur son deuxième spot"", ""2 passe à 3 et court se placer sur son deuxième spot…""]",[],"[""schemas/exo_234_p83_passe-et-cours.png""]"
cahier-t1-235,84,Vitesse - 1,Physique,Physique,Tous niveaux,8-15 min,Répartir les joueurs par équipe de 3,"[""Au top départ les joueurs partent pour 20sec de course"", ""Chaque aller-retour complet rapporte des points"", ""Plots Milieu de terrain = 1pts ; Plots ligne de LF = 2pts ; Plots terrain complet = 3pts""]","[""Rajouter des ballons""]","[""schemas/exo_235_p84_vitesse-1.png""]"
cahier-t1-236,84,Vitesse - 2,Physique,Physique,Tous niveaux,8-15 min,2 équipes / 1 ballon par équipe,"[""Sprint, cross devant le plot et stop tir"", ""Prendre son rebond et ramener le ballon"", ""Main à main pour transmettre le ballon au suivant"", ""Maximum de panier en X min""]",[],"[""schemas/exo_236_p84_vitesse-2.png""]"
cahier-t1-237,84,Vitesse - 3,Physique,Physique,Tous niveaux,8-15 min,Répartir les joueurs en 2 équipes / 2x5min,"[""Equipe 1 doit faire le tour des 3 plots et aller marquer"", ""Equipe 2 démarre en même temps, pour aller marquer sur le panier opposé puis revient défendre.""]",[],"[""schemas/exo_237_p84_vitesse-3.png""]"
cahier-t1-238,84,Vitesse - 4,Physique,Physique,Tous niveaux,8-15 min,3 ballons / groupe de 4,"[""1 a 4 dribble pour traverser le terrain"", ""2 court large puis reçoit de 1 pour tirer"", ""On change quand 2 a mis 4 paniers""]",[],"[""schemas/exo_238_p84_vitesse-4.png""]"
cahier-t1-239,85,8 AR -1min,Physique,Physique,Tous niveaux,8-15 min,Tout les joueurs sont alignés sur la ligne de touche,"[""Au top départ les joueurs partent pour 8 allers-retours en - de 1min""]","[""5 AR - 1min""]","[""schemas/exo_239_p85_8-ar-1min.png""]"
cahier-t1-240,85,5 AR - 1min,Physique,Physique,Tous niveaux,8-15 min,Tout les joueurs sont alignés sur la ligne de fond,"[""Au top départ les joueurs partent pour 5 allers-retours en - de 1min""]","[""8 AR - 1min""]","[""schemas/exo_240_p85_5-ar-1min.png""]"
cahier-t1-241,85,4 passes,Physique,Physique,Tous niveaux,8-15 min,1 ballon / 2 joueurs,"[""4 passes pour traverser le terrain"", ""Même chose sur le retour""]",[],"[""schemas/exo_241_p85_4-passes.png""]"
cahier-t1-242,85,4 passes - 2,Physique,Physique,Tous niveaux,8-15 min,1 ballon / 2 attaquants 1 défenseur,"[""1 et 2 se font des passes pour traverser le terrain"", ""D1 doit revenir défendre sur 1 et 2""]",[],"[""schemas/exo_242_p85_4-passes-2.png""]"
